개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
강서구 화곡6동주민센터 3층 강당,화곡6동주민센터,강당,"매주 토요일,일요일",09:00,21:00,09:00,17:00,Y,2,30000,1,10000,70,128,,방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/06/17/S150617105928412950&m=i&n=ENEN4Wtb171a5Ai5O9urlcseVE1Ce9_258630&on=화곡6도서관.jpg,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7646,http://yeyak.seoul.go.kr/,37.5517673,126.8413064,2018-02-19,
강서구 화곡6동주민센터 2층 회의실,화곡6동주민센터,회의실,"매주 수요일,일요일",13:00,21:00,08:00,17:00,Y,2,20000,1,10000,30,57,"빔프로젝트, 마이크, 강의용테이블, 의자, 화이트보드, 책상",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2014/03/21/S121224162101616861&m=i&n=6RMC448NTvOaKAM5Rx1nJvkRD23d48_192966&on=2층회의실.jpg,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7646,http://yeyak.seoul.go.kr/,37.5517673,126.8413064,2018-02-19,
옥녀봉체육시설 축구장,옥녀봉체육시설,축구장,명절,08:00,20:00,08:00,20:00,Y,2,40000,,,,8020,,인터넷,,대전광역시 서구 도안북로 158(도안동),,대전광역시 서구청,문화체육과,042-824-5528,http://park.dcfc.co.kr/sub01,36.3311867,127.3454558,2018-02-13,
강서구 화곡4동주민센터 다목적실,화곡4동주민센터,다목적실,매주 일요일,09:00,21:00,09:00,17:00,Y,2,30000,1,15000,100,148,"빔프로젝트, 마이크, 강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2012/12/21/S121221080337797613&m=i&n=1154G95e2Z24rC86G4xM9HY39FOEqI_14822&on=14822.jpg,서울특별시 강서구 곰달래로57가길 26,,서울특별시 강서구청,화곡4동주민센터,02-2600-7604,http://yeyak.seoul.go.kr/,37.5345895,126.8518529,2018-02-19,
강서구 화곡3동주민센터 2층 북까페,화곡3동주민센터,기타,매주 일요일,09:00,18:00,09:00,13:00,N,,,,,20,40,"테이블,의자",방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/06/17/S150617110608644288&m=i&n=28jH98cNc2GlupDuq2KcF855N9J5xc_258624&on=화곡3동 도서관5.JPG,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425024,126.8296554,2018-02-19,
강서구 화곡3동주민센터 2층 프로그램실,화곡3동주민센터,회의실,"매주 금요일,토요일,일요일",09:00,18:00,00:00,00:00,Y,2,25000,1,12500,20,50,"강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2014/03/19/S121224114051895423&m=i&n=FQI79wMpayNJlFn3zUd1lhp26S9598_192496&on=DSC05078.JPG,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425024,126.8296554,2018-02-19,
강서구 화곡3동주민센터 3층 다목적실,화곡3동주민센터,다목적실,매주 일요일,09:00,21:00,09:00,17:00,Y,2,40000,1,20000,100,227,"빔프로젝트, 마이크, 강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2012/12/24/S121224115339031919&m=i&n=K37stY2AK82qwRSL34RL92OUXWLVf4_15134&on=15134.jpg,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425024,126.8296554,2018-02-19,
강서구 화곡2동 주민센터 3층 문화창작실,화곡2동주민센터,회의실,매주 일요일,16:00,21:00,09:00,17:00,Y,2,15000,1,7500,16,40,"테이블, 의자, 화이트보드 등",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2014/04/22/S140422145810670346&m=i&n=GTG6lMqzcF82gk1wg424g4WY5bv6p5_199346&on=SAM_8055.JPG,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5317983,126.8457258,2018-02-19,
옥녀봉체육시설 X-game장,옥녀봉체육시설,기타,명절,09:00,18:00,09:00,18:00,N,,0,,,,2053,,방문,,대전광역시 서구 도안북로 158(도안동),,대전광역시 서구청,문화체육과,042-824-5528,http://park.dcfc.co.kr/sub01,36.3316239,127.3448267,2018-02-13,
강서구 화곡2동 주민센터 2층 프로그램실,화곡2동주민센터,회의실,"매주 월요일,화요일,일요일",16:00,18:00,09:00,13:00,Y,2,15000,1,7500,16,27,"테이블, 의자, 화이트보드 등",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2014/03/18/S140318211516759679&m=i&n=J4B7ObBd2JIWhvOvwohwOWfH2bYm83_192316&on=CAM00041.jpg,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5317983,126.8457258,2018-02-19,
강서구 화곡2동 주민센터 3층 다목적실,화곡2동주민센터,다목적실,"매주 수요일,일요일",10:00,21:00,09:00,17:00,Y,2,20000,1,10000,50,92,"노트북, 빔프로젝트, 마이크, 강의용 테이블, 의자, 화이트보드 등",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2014/01/01/S131216190210120682&m=i&n=C23zL78Sm4z6XCurAR6ZTD5o7UiHNK_181682&on=다목적실전경.jpg,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5317983,126.8457258,2018-02-19,
강서구 화곡1동주민센터 다목적실,화곡1동주민센터,다목적실,매주 일요일,09:00,21:00,13:00,21:00,Y,2,40000,1,20000,50,220,"빔프로젝트, 마이크, 강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/01/22/S150122105217732352&m=i&n=796J33MmH7XggqWPJGu2ymx1cVD1wa_237130&on=SAM_4989.JPG,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,http://yeyak.seoul.go.kr/,37.5304698,126.8328335,2018-02-19,
강서구 화곡본동주민센터 2층 북까페,화곡본동주민센터,기타,매주 일요일,09:00,18:00,09:00,13:00,N,,,,,20,50,"보유장서 5,737권 북까페(테이블, 의자, 커피 등 음료판매)",방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/06/18/S150617104831276192&m=i&n=552LHoDkCDTi4iehdNc1Jo13g35Sep_258770&on=2층 북카페.jpg,서울특별시 강서구 초록마을로5길 29,,서울특별시 강서구청,화곡본동주민센터,02-2600-7454,http://yeyak.seoul.go.kr/,37.5440365,126.8389006,2018-02-19,
강서구 화곡본동주민센터 2층 다목적실,화곡본동주민센터,다목적실,매주 일요일,16:00,21:00,12:00,19:00,Y,2,30000,1,15000,50,120,"빔프로젝트, 마이크, 강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2013/01/22/S121221194125305923&m=i&n=58R3Ti7qf4QEoF8j1R9d8V4438jbk5_149308&on=다목적실.jpg,서울특별시 강서구 초록마을로5길 29,,서울특별시 강서구청,화곡본동주민센터,02-2600-7454,http://yeyak.seoul.go.kr/,37.5440365,126.8389006,2018-02-19,
강서구 등촌3동주민센터 3층 강의실,등촌3동주민센터,강의실,매주 일요일,09:00,21:00,09:00,17:00,Y,2,25000,1,12500,50,76,"빔프로젝트, 마이크, 스피커, 강의용 테이블, 의자, 화이트 보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/05/28/S140320141359509774&m=i&n=1oa4WS21R1CGqy8fb49wqyiF2ZQg8A_256708&on=SAM_5287.jpg,서울특별시 강서구 화곡로63길 96,,서울특별시 강서구청,등촌3동주민센터,02-2600-7405,http://yeyak.seoul.go.kr/,37.5588432,126.8457104,2018-02-19,
강서구 등촌2동주민센터 3층 다목적실,등촌2동주민센터,다목적실,"매주 금요일,일요일",14:00,16:00,09:00,17:00,Y,2,30000,1,15000,50,113,"마이크, 사회대, 의자",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2012/12/20/S121220161803522299&m=i&n=Y4S4F2cqG6Vr6Sz196oRcL5zRp4kk7_14518&on=14518.jpg,서울특별시 강서구 등촌로 143,,서울특별시 강서구청,등촌2동주민센터,02-2600-7386,http://yeyak.seoul.go.kr/,37.5426303,126.8537232,2018-02-19,
강서구 등촌1동주민센터 2층 동아리방,등촌1동주민센터,강의실,매주 일요일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,20,33,"강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/01/23/S140411141034275550&m=i&n=un7Z4o15z7pIl5OnLhC97L1P8u1M2k_237388&on=20150123_122209.JPG,서울특별시 강서구 공항대로53가길 55,,서울특별시 강서구청,등촌1동주민센터,02-2600-7343,http://yeyak.seoul.go.kr/,37.5557978,126.8501481,2018-02-19,
강서구 등촌1동주민센터 3층 다목적실,등촌1동주민센터,다목적실,매주 일요일,13:00,21:00,09:00,17:00,Y,2,35000,1,17500,50,179,"빔프로젝트, 마이크, 강의용테이블, 의자",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/01/23/S140318164240141977&m=i&n=2GJ992JyGK5A9Twz49x2aoyyf8dUhG_237382&on=20150123_121722.JPG,서울특별시 강서구 공항대로53가길 55,,서울특별시 강서구청,등촌1동주민센터,02-2600-7343,http://yeyak.seoul.go.kr/,37.5557978,126.8501481,2018-02-19,
강서구 염창동주민센터 2층 강의실,염창동주민센터,강의실,매주 일요일,12:00,21:00,12:00,19:00,Y,2,25000,1,12500,30,72,"마이크, 강의용테이블, 의자, 화이트보드",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2015/05/11/S150511142648863266&m=i&n=pGlhO3XQ2zJo49gyJUv95XGULWS52e_253782&on=2층 강의실.jpg,서울특별시 강서구 양천로67 가길 63,,서울특별시 강서구청,염창동주민센터,02-2600-7306,http://yeyak.seoul.go.kr/,37.5537414,126.8622235,2018-02-19,
꿈틀이 어린이공원,공원녹지사업소,기타,없음,05:00,22:00,05:00,22:00,N,1,0,1,,0,1602,,방문.전화,,,경기도 수원시 영통구 원천동 581,경기도 수원시 공원녹지사업소,공원관리과,031-228-4183,,37.277302,127.050163,2017-03-06,
강서구 염창동주민센터 3층 다목적실,염창동주민센터,다목적실,매주 일요일,14:00,21:00,10:00,18:00,Y,2,35000,1,17500,100,172,"빔프로젝트, 음향기기, 마이크",인터넷+App+방문,http://yeyak.seoul.go.kr/fileDownload.web?p=/TB_SVCIMG/2012/12/21/S121221180559607075&m=i&n=VS5782iO3S73ok35kAFsa241AxhGEM_14916&on=14916.jpg,서울특별시 강서구 양천로67 가길 63,,서울특별시 강서구청,염창동주민센터,02-2600-7306,http://yeyak.seoul.go.kr/,37.5537414,126.8622235,2018-02-19,
관저문예회관 다목적실 A,관저문예회관,강의실,매주 월요일,09:00,18:00,09:00,18:00,Y,2,20000,1,,15,34,"책상,의자,스크린 등",방문,(http://cafe.daum.net/artgwanjeo),대전광역시 서구 관저동로105번길 20,,대전광역시 서구,문화체육과,042-611-6388,(http://cafe.daum.net/artgwanjeo),36.3016231,127.3394591,2018-02-13,
관저문예회관 공연장,관저문예회관,기타,매주 월요일,09:00,18:00,09:00,18:00,Y,4,200000,1,,254,362,"빔,음향시설, 출연자 남녀대기실, 대형스크린,무대 등",방문,(http://cafe.daum.net/artgwanjeo),대전광역시 서구 관저동로105번길 20,,대전광역시 서구,문화체육과,042-611-6388,(http://cafe.daum.net/artgwanjeo),36.3016231,127.3394591,2018-02-13,
관저문예회관 전시실,관저문예회관,기타,매주 월요일,09:00,18:00,09:00,18:00,Y,,30000,,,50,83,조명,방문,(http://cafe.daum.net/artgwanjeo),대전광역시 서구 관저동로105번길 20,,대전광역시 서구,문화체육과,042-611-6388,(http://cafe.daum.net/artgwanjeo),36.3016231,127.3394591,2018-02-13,
남선공원종합체육관 빙상장,남선공원종합체육관,기타,명절,10:00,19:00,10:00,19:00,Y,,6000,,,,1750,"스케이트, 헬멧",방문,,대전광역시 서구 남선로 66(탄방동),,대전광역시 서구청,문화체육과,042-488-5614,www.namsunleports.co.kr,36.3476713,127.3983605,2018-02-13,
남선공원종합체육관 헬스장,남선공원종합체육관,기타,명절,06:00,23:00,10:00,19:00,Y,,7000,,,,355,운동복,방문,,대전광역시 서구 남선로 66(탄방동),,대전광역시 서구청,문화체육과,042-488-5614,www.namsunleports.co.kr,36.3476713,127.3983605,2018-02-13,
남선공원종합체육관 수영장,남선공원종합체육관,기타,명절,06:00,22:00,10:00,19:00,Y,,3000,,,,1965,,방문,,대전광역시 서구 남선로 66(탄방동),,대전광역시 서구청,문화체육과,042-488-5614,www.namsunleports.co.kr,36.3476713,127.3983605,2018-02-13,
남선공원종합체육관 골프연습장,남선공원종합체육관,골프장,명절,06:00,23:00,10:00,19:00,Y,,5000,,,,244,골프공,방문,,대전광역시 서구 남선로 66(탄방동),,대전광역시 서구청,문화체육과,042-488-5614,www.namsunleports.co.kr,36.3476713,127.3983605,2018-02-13,
관저문예회관 다목적실 A,관저문예회관,강의실,매주 월요일,09:00,18:00,09:00,18:00,Y,2,40000,1,,50,84,"빔,음향시설,화이트보드,책상,의자,강연대 등",방문,(http://cafe.daum.net/artgwanjeo),대전광역시 서구 관저동로105번길 20,,대전광역시 서구,문화체육과,042-611-6388,(http://cafe.daum.net/artgwanjeo),36.3016231,127.3394591,2018-02-13,
남선공원종합체육관 풋살경기장,남선공원종합체육관,풋살경기장,명절,00:00,23:00,06:00,23:00,Y,1,20000,,,,4491,,방문,,대전광역시 서구 남선로 66(탄방동),,대전광역시 서구청,문화체육과,042-488-5613,www.namsunleports.co.kr,36.3476713,127.3983605,2018-02-13,
"도솔다목적체육관(농구, 배드민턴)",도솔다목적체육관,체육관,명절,06:00,22:00,08:00,20:00,Y,2,1500,,,,1432,농구공,방문,,대전광역시 서구 배재로 197번길41(도마동),,대전광역시 서구청,문화체육과,042-522-3820,,36.324633,127.367875,2018-02-13,
도솔다목적체육관 헬스장,도솔다목적체육관,기타,"2,4,5째주 일요일",06:00,23:00,08:00,20:00,Y,,45000,,,,321,운동복,방문,,대전광역시 서구 배재로 197번길41(도마동),,대전광역시 서구청,문화체육과,042-522-3820,,36.324633,127.367875,2018-02-13,
도솔다목적체육관 탁구장,도솔다목적체육관,기타,"2,4째주 일요일",06:00,22:00,08:00,20:00,Y,2,1500,,,,284,,방문,,대전광역시 서구 배재로 197번길41(도마동),,대전광역시 서구청,문화체육과,042-522-3820,,36.324633,127.367875,2018-02-13,
서국국민체육센터 수영장,서국국민체육센터,기타,매주 월요일,06:00,22:00,06:00,18:00,Y,2,3000,,,,1390,,방문,,대전광역시 서구 정림서로 181(정림동),,대전광역시 서구청,문화체육과,042-583-8486,http://szswim.blog.me/,36.3035913,127.362911,2018-02-13,
오량실내테니스장,오량실내테니스장,테니스장,명절,06:00,22:00,06:00,22:00,Y,1,20000,,,,2459,,방문,,대전광역시 서구 유등로 135(복수동),,대전광역시 서구청,문화체육과,042-586-0755,,36.3047313,127.3797325,2018-02-13,
은평공원테니스장,은평공원테니스장,테니스장,명절,06:00,21:00,06:00,21:00,Y,1,2000,,,,2460,,방문,,대전광역시 서구 월평중로 55(월평동),,대전광역시 서구청,문화체육과,,,36.3590512,127.3632416,2018-02-13,
관저테니스장,관저테니스장,테니스장,연중무휴,07:00,22:00,07:00,22:00,Y,1,2000,,,,7180,,방문,,대전광역시 서구 구봉산북로 121(관저동),,대전광역시 서구청,문화체육과,042-543-8121,,36.2926576,127.334086,2018-02-13,
관저체육공원운동장 축구장,관저체육공원운동장,축구장,명절,06:00,22:00,06:00,22:00,Y,2,40000,,,,7800,,인터넷,,대전광역시 서구 관저중로 10(관저동),,대전광역시 서구청,문화체육과,042-542-6078,http://cafe.daum.net/seaguground,36.2934456,127.3353989,2018-02-13,
옥녀봉체육시설 풋살경기장,옥녀봉체육시설,풋살경기장,명절,08:00,20:00,08:00,20:00,Y,1,20000,,,,1068,,인터넷,,대전광역시 서구 도안북로 158(도안동),,대전광역시 서구청,문화체육과,042-824-5528,http://park.dcfc.co.kr/sub01,36.3316239,127.3448267,2018-02-13,
옥녀봉체육시설 인공암벽,옥녀봉체육시설,기타,명절,09:00,18:00,09:00,18:00,N,,0,,,,639,,방문,,대전광역시 서구 도안북로 158(도안동),,대전광역시 서구청,문화체육과,042-824-5528,http://park.dcfc.co.kr/sub01,36.3316239,127.3448267,2018-02-13,
옥녀봉체육시설 배드민턴장,옥녀봉체육시설,배드맨턴장,명절,09:00,18:00,09:00,18:00,N,,0,,,,286,,방문,,대전광역시 서구 도안북로 158(도안동),,대전광역시 서구청,문화체육과,042-824-5528,http://park.dcfc.co.kr/sub01,36.3316239,127.3448267,2018-02-13,
도마실국민체육센터 수영장,도마실국민체육센터,기타,매주 일요일,06:00,22:00,06:00,18:00,Y,,3000,,,,1009,,방문,,대전광역시 서구 유등로 235(도마동),,대전광역시 서구청,문화체육과,042-582-5556,,36.3124038,127.3851793,2018-02-13,
"도마실국민체육센터(배드민턴, 탁구)",도마실국민체육센터,체육관,매주 일요일,06:00,22:00,06:00,18:00,Y,2,1500,,,,981,,방문,,대전광역시 서구 유등로 235(도마동),,대전광역시 서구청,문화체육과,042-582-5556,,36.3124038,127.3851793,2018-02-13,
서구국민체육센터 헬스장,서국국민체육센터,기타,매주 월요일,06:00,22:00,06:00,18:00,Y,2,3000,,,,394,운동복,방문,,대전광역시 서구 정림서로 181(정림동),,대전광역시 서구청,문화체육과,042-583-8486,,36.3035913,127.362911,2018-02-13,
산곡4동주민센터 탁구장,산곡4동 주민센터 2층 취미교실,기타,"화요일, 금요일, 일요일, 공휴일",19:00,22:00,10:00,17:30,N,,0,,,20,141,탁구장,방문 선착순,http://www.icbp.go.kr/open_content/dong/sub/institution.jsp?dong=45,인천광역시 부평구 부흥로 173번길 68,인천광역시 부평구 부흥로 173번길 68,인천광역시 부평구 산곡4동주민센터,산곡4동주민센터,032-509-7893,http://center.icbp.go.kr/sangok4dong,37.501731,126.711450,2018-02-14,
부평구청소년수련관 공연장,부평구청소년수련관,강당,"월요일, 공휴일",09:00,18:00,09:00,18:00,Y,1,"오전:청소년 10,000원,일반 15,000원, 오후:청소년 12,500원,일반 17,500원, 야간:청소년 15,000원,일반 22,500원",0.5,6750,400,943,"무대조명, 음향, 빔프로젝트, 피아노, 냉난방기, 무선마이크",방문,http://www.bpy.or.kr/html/sub_8-3.html,인천광역시 부평구 체육관로 76,인천광역시 부평구 체육관로 76,인천광역시 부평구청,여성가족과,032-500-2214,http://www.bpy.or.kr,37.508250,126.740132,2018-02-14,
부개1동 주민자치센터 다목적실,부개1동 주민센터,다목적실,"일요일, 공휴일",06:00,22:00,06:00,10:00,Y,4,50000,,,45,234,,방문,http://www.icbp.go.kr/open_content/dong/sub/institution.jsp?dong=52,인천광역시 부평구 동수로162번길 11,인천광역시 부평구 동수로162번길 11,인천광역시 부평구 부개1동주민센터,부개1동주민센터,032-509-8464,http://www.icbp.go.kr/open_content/dong/index2.jsp?dong=52,37.484818,126.737043,2018-02-14,
